dyError;dthetaError;dkappaError;vrotError;vRotKappaError;vRotPosFilteredError;vRotPosUnfilteredError;vRotPosError;timeError
-0.00130473814786;-0.00217007881602;0.0;-0.000946365328984;0.0;-0.0050566304641;-0.00668182280849;-0.000946365328984;1490978241.46
-0.00130473814786;-0.00217007881602;0.0;-0.00103940288023;0.0;-0.00517999560085;-0.00668182280849;-0.00103940288023;1490978241.48
-0.00130473814786;-0.00217007881602;0.0;-0.00111170778331;0.0;-0.00527843660084;-0.00668182280849;-0.00111170778331;1490978241.5
-0.00129060520395;-0.00192893409077;0.0;-0.00118368324195;0.0;-0.00537817077224;-0.00673815945525;-0.00118368324195;1490978241.52
-0.00129060520395;-0.00192893409077;0.0;-0.00125478196411;0.0;-0.00547846914736;-0.00673815945525;-0.00125478196411;1490978241.54
-0.00129060520395;-0.00192893409077;0.0;-0.0013244801847;0.0;-0.00557861049988;-0.00673815945525;-0.0013244801847;1490978241.56
-0.00129060520395;-0.00192893409077;0.0;-0.00139221149692;0.0;-0.00567787466182;-0.00673815945525;-0.00139221149692;1490978241.58
-0.00129060520395;-0.00192893409077;0.0;-0.00145756434877;0.0;-0.00577555093496;-0.00673815945525;-0.00145756434877;1490978241.6
-0.00129060520395;-0.00192893409077;0.0;-0.00151035225345;0.0;-0.00585792112058;-0.00673815945525;-0.00151035225345;1490978241.62
-0.00129060520395;-0.00192893409077;0.0;-0.00156125402374;0.0;-0.00593921265224;-0.00673815945525;-0.00156125402374;1490978241.64
-0.00144938969004;-0.00180709038945;0.0;-0.00160988899985;0.0;-0.00601883593889;-0.00702116063099;-0.00160988899985;1490978241.66
-0.00144938969004;-0.00180709038945;0.0;-0.00165628423883;0.0;-0.00609642417128;-0.00702116063099;-0.00165628423883;1490978241.68
-0.00144938969004;-0.00180709038945;0.0;-0.00170006875252;0.0;-0.00617179727986;-0.00702116063099;-0.00170006875252;1490978241.7
-0.00144938969004;-0.00180709038945;0.0;-0.00174140250069;0.0;-0.00624480487522;-0.00702116063099;-0.00174140250069;1490978241.72
-0.00144938969004;-0.00180709038945;0.0;-0.00178007906974;0.0;-0.00631526572281;-0.00702116063099;-0.00178007906974;1490978241.74
-0.00144938969004;-0.00180709038945;0.0;-0.00180101588157;0.0;-0.00636322417293;-0.00702116063099;-0.00180101588157;1490978241.76
-0.00144314017026;-0.00169097804371;0.0;-0.00182142447785;0.0;-0.00641105583297;-0.00722291627365;-0.00182142447785;1490978241.78
-0.00144314017026;-0.00169097804371;0.0;-0.00184149438999;0.0;-0.00645862832646;-0.00722291627365;-0.00184149438999;1490978241.8
-0.00144314017026;-0.00169097804371;0.0;-0.00186101868409;0.0;-0.00650589506438;-0.00722291627365;-0.00186101868409;1490978241.82
-0.00144314017026;-0.00169097804371;0.0;-0.00187984643242;0.0;-0.00655278935302;-0.00722291627365;-0.00187984643242;1490978241.84
-0.00144314017026;-0.00169097804371;0.0;-0.00189808278076;0.0;-0.00659918701576;-0.00722291627365;-0.00189808278076;1490978241.86
-0.00144314017026;-0.00169097804371;0.0;-0.00190953563922;0.0;-0.0066366659354;-0.00722291627365;-0.00190953563922;1490978241.88
-0.00156992373409;-0.00144807901185;0.0;-0.00192102074281;0.0;-0.00667446180826;-0.00727645300263;-0.00192102074281;1490978241.9
-0.00156992373409;-0.00144807901185;0.0;-0.00193234066109;0.0;-0.00671236840036;-0.00727645300263;-0.00193234066109;1490978241.92
-0.00156992373409;-0.00144807901185;0.0;-0.00194329663525;0.0;-0.00675019101648;-0.00727645300263;-0.00194329663525;1490978241.94
-0.00156992373409;-0.00144807901185;0.0;-0.00195441452138;0.0;-0.00678772583369;-0.00727645300263;-0.00195441452138;1490978241.96
-0.00156992373409;-0.00144807901185;0.0;-0.00196480721807;0.0;-0.00682475619216;-0.00727645300263;-0.00196480721807;1490978241.98
-0.00156992373409;-0.00144807901185;0.0;-0.0019666051742;0.0;-0.00685065375452;-0.00727645300263;-0.0019666051742;1490978242.0
-0.00166728676859;-0.00121588656364;0.0;-0.00196882271652;0.0;-0.00687707705373;-0.00730803988418;-0.00196882271652;1490978242.02
-0.00166728676859;-0.00121588656364;0.0;-0.00197138251954;0.0;-0.00690378960771;-0.00730803988418;-0.00197138251954;1490978242.04
-0.00166728676859;-0.00121588656364;0.0;-0.00197411130467;0.0;-0.00693057357577;-0.00730803988418;-0.00197411130467;1490978242.06
-0.00166728676859;-0.00121588656364;0.0;-0.00197659367111;0.0;-0.00695721750643;-0.00730803988418;-0.00197659367111;1490978242.08
-0.00166728676859;-0.00121588656364;0.0;-0.0019789807552;0.0;-0.00698351394491;-0.00730803988418;-0.0019789807552;1490978242.1
-0.00166728676859;-0.00121588656364;0.0;-0.00198007019259;0.0;-0.00700811069126;-0.00730803988418;-0.00198007019259;1490978242.12
-0.00166728676859;-0.00121588656364;0.0;-0.00198085593607;0.0;-0.0070321389661;-0.00730803988418;-0.00198085593607;1490978242.14
-0.0016363217888;-0.000853431740553;0.0;-0.00198103263987;0.0;-0.0070552694543;-0.00660172084056;-0.00198103263987;1490978242.16
-0.0016363217888;-0.000853431740553;0.0;-0.00198011887446;0.0;-0.00707676437621;-0.00660172084056;-0.00198011887446;1490978242.18
-0.0016363217888;-0.000853431740553;0.0;-0.00197718486661;0.0;-0.00709559114181;-0.00660172084056;-0.00197718486661;1490978242.2
-0.0016363217888;-0.000853431740553;0.0;-0.00197159648986;0.0;-0.00711083074414;-0.00660172084056;-0.00197159648986;1490978242.22
-0.0016363217888;-0.000853431740553;0.0;-0.00196308816453;0.0;-0.00712183877232;-0.00660172084056;-0.00196308816453;1490978242.24
