vlReal;vrReal;vlDes;vrDes;vlDesLim;vrDesLim;vRotDes;vTransDes;timeVelocity
0.374;0.373;0.375289107502;0.374558196466;0.375289107502;0.374558196466;-0.00139221149692;0.374923651984;1490978241.58
0.374;0.373;0.375306262625;0.374541041342;0.375306262625;0.374541041342;-0.00145756434877;0.374923651984;1490978241.6
0.374;0.373;0.37532011945;0.374527184517;0.37532011945;0.374527184517;-0.00151035225345;0.374923651984;1490978241.62
0.374;0.373;0.375333481165;0.374513822803;0.375333481165;0.374513822803;-0.00156125402374;0.374923651984;1490978241.64
0.373;0.373;0.39808918098;0.397243989255;0.395299845072;0.394480186709;-0.00160988899985;0.397666585117;1490978241.66
0.373;0.373;0.39810135973;0.397231810505;0.39810135973;0.397231810505;-0.00165628423883;0.397666585117;1490978241.68
0.373;0.373;0.398112853165;0.39722031707;0.398112853165;0.39722031707;-0.00170006875252;0.397666585117;1490978241.7
0.373;0.373;0.398123703274;0.397209466961;0.398123703274;0.397209466961;-0.00174140250069;0.397666585117;1490978241.72
0.373;0.373;0.398133855873;0.397199314362;0.398133855873;0.397199314362;-0.00178007906974;0.397666585117;1490978241.74
0.373;0.373;0.398139351786;0.397193818449;0.398139351786;0.397193818449;-0.00180101588157;0.397666585117;1490978241.76
0.395;0.394;0.398144709043;0.397188461192;0.398144709043;0.397188461192;-0.00182142447785;0.397666585117;1490978241.78
0.395;0.394;0.398149977395;0.39718319284;0.398149977395;0.39718319284;-0.00184149438999;0.397666585117;1490978241.8
0.395;0.394;0.398155102522;0.397178067713;0.398155102522;0.397178067713;-0.00186101868409;0.397666585117;1490978241.82
0.395;0.394;0.398160044806;0.397173125429;0.398160044806;0.397173125429;-0.00187984643242;0.397666585117;1490978241.84
0.395;0.394;0.398164831847;0.397168338388;0.398164831847;0.397168338388;-0.00189808278076;0.397666585117;1490978241.86
0.395;0.394;0.398167838223;0.397165332012;0.398167838223;0.397165332012;-0.00190953563922;0.397666585117;1490978241.88
0.397;0.396;0.400504267945;0.399495732055;0.400504267945;0.399495732055;-0.00192102074281;0.4;1490978241.9
0.397;0.396;0.400507239424;0.399492760576;0.400507239424;0.399492760576;-0.00193234066109;0.4;1490978241.92
0.397;0.396;0.400510115367;0.399489884633;0.400510115367;0.399489884633;-0.00194329663525;0.4;1490978241.94
0.397;0.396;0.400513033812;0.399486966188;0.400513033812;0.399486966188;-0.00195441452138;0.4;1490978241.96
0.397;0.396;0.400515761895;0.399484238105;0.400515761895;0.399484238105;-0.00196480721807;0.4;1490978241.98
0.397;0.396;0.400516233858;0.399483766142;0.400516233858;0.399483766142;-0.0019666051742;0.4;1490978242.0
0.402;0.401;0.400516815963;0.399483184037;0.400516815963;0.399483184037;-0.00196882271652;0.4;1490978242.02
0.402;0.401;0.400517487911;0.399482512089;0.400517487911;0.399482512089;-0.00197138251954;0.4;1490978242.04
0.402;0.401;0.400518204217;0.399481795783;0.400518204217;0.399481795783;-0.00197411130467;0.4;1490978242.06
0.402;0.401;0.400518855839;0.399481144161;0.400518855839;0.399481144161;-0.00197659367111;0.4;1490978242.08
0.402;0.401;0.400519482448;0.399480517552;0.400519482448;0.399480517552;-0.0019789807552;0.4;1490978242.1
0.402;0.401;0.400519768426;0.399480231574;0.400519768426;0.399480231574;-0.00198007019259;0.4;1490978242.12
0.402;0.401;0.400519974683;0.399480025317;0.400519974683;0.399480025317;-0.00198085593607;0.4;1490978242.14
0.401;0.399;0.400520021068;0.399479978932;0.400520021068;0.399479978932;-0.00198103263987;0.4;1490978242.16
0.401;0.399;0.400519781205;0.399480218795;0.400519781205;0.399480218795;-0.00198011887446;0.4;1490978242.18
0.401;0.399;0.400519011027;0.399480988973;0.400519011027;0.399480988973;-0.00197718486661;0.4;1490978242.2
0.401;0.399;0.400517544079;0.399482455921;0.400517544079;0.399482455921;-0.00197159648986;0.4;1490978242.22
0.401;0.399;0.400515310643;0.399484689357;0.400515310643;0.399484689357;-0.00196308816453;0.4;1490978242.24
0.401;0.399;0.400511050553;0.399488949447;0.400511050553;0.399488949447;-0.00194685925079;0.4;1490978242.26
0.399;0.399;0.400502823622;0.399497176378;0.400502823622;0.399497176378;-0.00191551856055;0.4;1490978242.28
0.399;0.399;0.400478520477;0.399521479523;0.400478520477;0.399521479523;-0.0018229351501;0.4;1490978242.3
0.399;0.399;0.400419684975;0.399580315025;0.400419684975;0.399580315025;-0.00159879990519;0.4;1490978242.32
0.399;0.399;0.400310104639;0.399689895361;0.400310104639;0.399689895361;-0.0011813510073;0.4;1490978242.34
0.399;0.399;0.400139330361;0.399860669639;0.400139330361;0.399860669639;-0.000530782326854;0.4;1490978242.36
0.399;0.399;0.399900665512;0.400099334488;0.399900665512;0.400099334488;0.00037841709873;0.4;1490978242.38
0.401;0.399;0.399593066359;0.400406933641;0.399593066359;0.400406933641;0.00155022339452;0.4;1490978242.4
0.401;0.399;0.399216348393;0.400783651607;0.399216348393;0.400783651607;0.00298533945714;0.4;1490978242.42
0.401;0.399;0.398773375494;0.401226624506;0.398773375494;0.401226624506;0.00467285526179;0.4;1490978242.44
0.401;0.399;0.398268184726;0.401731815274;0.398268184726;0.401731815274;0.00659739152149;0.4;1490978242.46
0.401;0.399;0.397707467896;0.402292532104;0.397707467896;0.402292532104;0.00873345563297;0.4;1490978242.48
0.401;0.399;0.397098952026;0.402901047974;0.397098952026;0.402901047974;0.0110516113301;0.4;1490978242.5
0.4;0.402;0.396450782027;0.403549217973;0.396450782027;0.403549217973;0.013520830374;0.4;1490978242.52
0.4;0.402;0.395769768153;0.404230231847;0.395769768153;0.404230231847;0.0161151689412;0.4;1490978242.54
0.4;0.402;0.395061382093;0.404938617907;0.395061382093;0.404938617907;0.0188137825044;0.4;1490978242.56
0.4;0.402;0.394332105803;0.405667894197;0.394332105803;0.405667894197;0.021591977893;0.4;1490978242.58
0.4;0.402;0.393587254788;0.406412745212;0.393587254788;0.406412745212;0.0244295055704;0.4;1490978242.6
0.4;0.402;0.392836545811;0.407163454189;0.392836545811;0.407163454189;0.0272893492922;0.4;1490978242.62
0.4;0.402;0.392085731902;0.407914268098;0.392085731902;0.407914268098;0.0301495927545;0.4;1490978242.64
0.394;0.405;0.391349662598;0.408650337402;0.391349662598;0.408650337402;0.0329536662917;0.4;1490978242.66
0.394;0.405;0.390615646221;0.409384353779;0.390615646221;0.409384353779;0.0357499191597;0.4;1490978242.68
0.394;0.405;0.389911494069;0.410088505931;0.389911494069;0.410088505931;0.0384324035476;0.4;1490978242.7
0.394;0.405;0.38923365223;0.41076634777;0.38923365223;0.41076634777;0.0410146581713;0.4;1490978242.72
0.394;0.405;0.388589173019;0.411410826981;0.388589173019;0.411410826981;0.0434698170697;0.4;1490978242.74
0.394;0.405;0.387985410652;0.412014589348;0.387985410652;0.412014589348;0.0457698641821;0.4;1490978242.76
0.39;0.41;0.387425203419;0.412574796581;0.387425203419;0.412574796581;0.047903986977;0.4;1490978242.78
0.39;0.41;0.386908988615;0.413091011385;0.386908988615;0.413091011385;0.0498705195622;0.4;1490978242.8
0.39;0.41;0.38644191149;0.41355808851;0.38644191149;0.41355808851;0.0516498609918;0.4;1490978242.82
0.39;0.41;0.386031839641;0.413968160359;0.386031839641;0.413968160359;0.0532120394642;0.4;1490978242.84
0.39;0.41;0.385676560271;0.414323439729;0.385676560271;0.414323439729;0.0545654846815;0.4;1490978242.86
0.39;0.41;0.385683189939;0.414316810061;0.385683189939;0.414316810061;0.0545402288054;0.4;1490978242.88
0.387;0.415;0.38570075726;0.41429924274;0.38570075726;0.41429924274;0.0544733056747;0.4;1490978242.9
0.387;0.415;0.385731940565;0.414268059435;0.385731940565;0.414268059435;0.0543545121335;0.4;1490978242.92
0.387;0.415;0.38577907763;0.41422092237;0.38577907763;0.41422092237;0.0541749423609;0.4;1490978242.94
0.387;0.415;0.385844420885;0.414155579115;0.385844420885;0.414155579115;0.0539260156772;0.4;1490978242.96
0.387;0.415;0.385928892391;0.414071107609;0.385928892391;0.414071107609;0.0536042194638;0.4;1490978242.98
0.387;0.415;0.38606489654;0.41393510346;0.38606489654;0.41393510346;0.05308610842;0.4;1490978243.0
0.385;0.413;0.386214626846;0.413785373154;0.386214626846;0.413785373154;0.0525157072538;0.4;1490978243.02
0.385;0.413;0.386386594876;0.413613405124;0.386386594876;0.413613405124;0.0518605909498;0.4;1490978243.04
0.385;0.413;0.386586901567;0.413413098433;0.386586901567;0.413413098433;0.051097517841;0.4;1490978243.06
