xTrajPlanned;yTrajPlanned;thetaTrajPlanned;kappaTrajPlanned;vtransTrajPlanned;vrotTrajPlanned;indexTrajPlanned
21.5205955289;7.70522523693;-0.69287788232;-1.33333333333;0.4;0;0;0
21.5310915696;7.6963478321;-0.711207238333;-1.33333333333;0.4;0;0;0
21.5414231391;7.68727954358;-0.729536594346;-1.33333333333;0.4;0;0;0
21.5515867666;7.67802341792;-0.747865950358;-1.33333333333;0.4;0;0;0
21.5615790375;7.66858256477;-0.766195306371;-1.33333333333;0.4;0;0;0
21.5713965948;7.65896015584;-0.784524662384;-1.33333333333;0.4;0;0;0
21.5810361404;7.64915942384;-0.802854018397;-1.33333333333;0.4;0;0;0
21.5904944356;7.63918366137;-0.82118337441;-1.33333333333;0.4;0;0;0
21.599768303;7.62903621986;-0.839512730423;-1.33333333333;0.4;0;0;0
21.608854627;7.6187205084;-0.857842086435;-1.33333333333;0.4;0;0;0
21.6177503548;7.6082399926;-0.876171442448;-1.33333333333;0.4;0;0;0
21.6264524981;7.59759819347;-0.894500798461;-1.33333333333;0.4;0;0;0
21.6349581332;7.58679868618;-0.912830154474;-1.33333333333;0.4;0;0;0
21.6432644025;7.57584509888;-0.931159510487;-1.33333333333;0.4;0;0;0
21.6513685157;7.5647411115;-0.9494888665;-1.33333333333;0.4;0;0;0
21.65926775;7.55349045448;-0.967818222512;-1.33333333333;0.4;0;0;0
21.6669594517;7.54209690756;-0.986147578525;-1.33333333333;0.4;0;0;0
21.6744410366;7.53056429846;-1.00447693454;-1.33333333333;0.4;0;0;0
21.6817099913;7.51889650162;-1.02280629055;-1.33333333333;0.4;0;0;0
21.6887638738;7.50709743692;-1.04113564656;-1.33333333333;0.4;0;0;0
21.6956003142;7.49517106832;-1.05946500258;-1.33333333333;0.4;0;0;0
21.7022170159;7.48312140256;-1.07779435859;-1.33333333333;0.4;0;0;0
21.712735368;7.46268834699;-1.10810091022;-1.29166666667;0.4;0;0;0
21.7226457911;7.44195498163;-1.1374453491;-1.25;0.4;0;0;0
21.7319598193;7.42094822277;-1.16582767523;-1.20833333333;0.4;0;0;0
21.7406902184;7.39969349473;-1.19324788861;-1.16666666667;0.4;0;0;0
21.7488508706;7.37821473714;-1.21970598924;-1.125;0.4;0;0;0
21.7564566672;7.35653441899;-1.24520197712;-1.08333333333;0.4;0;0;0
21.7635234063;7.33467355861;-1.26973585225;-1.04166666667;0.4;0;0;0
21.7700676996;7.31265174863;-1.29330761463;-1.0;0.4;0;0;0
21.7761068845;7.29048718496;-1.31591726425;-0.958333333333;0.4;0;0;0
21.7816589437;7.26819669911;-1.33756480113;-0.916666666667;0.4;0;0;0
21.7867424315;7.24579579269;-1.35825022526;-0.875;0.4;0;0;0
21.7913764063;7.22329867345;-1.37797353664;-0.833333333333;0.4;0;0;0
21.7955803692;7.20071829193;-1.39673473527;-0.791666666667;0.4;0;0;0
21.7993742089;7.1780663778;-1.41453382115;-0.75;0.4;0;0;0
21.8027781513;7.15535347517;-1.43137079427;-0.708333333333;0.4;0;0;0
21.8058127145;7.13258897595;-1.44724565465;-0.666666666667;0.4;0;0;0
21.8084986681;7.10978115039;-1.46215840228;-0.625;0.4;0;0;0
21.8108569957;7.08693717404;-1.47610903716;-0.583333333333;0.4;0;0;0
21.8129088617;7.06406315021;-1.48909755928;-0.541666666667;0.4;0;0;0
21.8146755792;7.04116412698;-1.50112396866;-0.5;0.4;0;0;0
21.81617858;7.01824410811;-1.51218826529;-0.458333333333;0.4;0;0;0
21.8174393858;6.99530605661;-1.52229044916;-0.416666666667;0.4;0;0;0
21.818479578;6.97235189033;-1.53143052029;-0.375;0.4;0;0;0
21.8193207672;6.94938246834;-1.53960847867;-0.333333333333;0.4;0;0;0
21.8199845596;6.92639756724;-1.54682432429;-0.291666666667;0.4;0;0;0
21.8204925198;6.9033958462;-1.55307805717;-0.25;0.4;0;0;0
21.8208661286;6.88037479966;-1.5583696773;-0.208333333333;0.4;0;0;0
21.8211267344;6.85733069634;-1.56269918467;-0.166666666667;0.4;0;0;0
21.8212954957;6.83425850332;-1.5660665793;-0.125;0.4;0;0;0
21.8213933141;6.81115179364;-1.56847186117;-0.0833333333333;0.4;0;0;0
21.8214407551;6.78800263586;-1.5699150303;-0.0416666666667;0.4;0;0;0
21.8214579542;6.76480146372;-1.57039608667;-0.0;0.4;0;0;0
21.8214579542;6.76480146372;-1.57039608667;0.0;0.4;0;0;0
21.8214687981;6.73770805201;-1.57039608667;0.0;0.4;0;0;0
21.8214796419;6.7106146403;-1.57039608667;0.0;0.4;0;0;0
21.8214904858;6.68352122859;-1.57039608667;0.0;0.4;0;0;0
21.8215013297;6.65642781689;-1.57039608667;0.0;0.4;0;0;0
21.8215121735;6.62933440518;-1.57039608667;0.0;0.4;0;0;0
21.8215230174;6.60224099347;-1.57039608667;0.0;0.4;0;0;0
21.8215338613;6.57514758176;-1.57039608667;0.0;0.4;0;0;0
21.8215447052;6.54805417006;-1.57039608667;0.0;0.4;0;0;0
21.821555549;6.52096075835;-1.57039608667;0.0;0.4;0;0;0
21.8215663929;6.49386734664;-1.57039608667;0.0;0.4;0;0;0
21.8215772368;6.46677393493;-1.57039608667;0.0;0.4;0;0;0
21.8215880806;6.43968052323;-1.57039608667;0.0;0.4;0;0;0
21.8215989245;6.41258711152;-1.57039608667;0.0;0.4;0;0;0
21.8216097684;6.38549369981;-1.57039608667;0.0;0.4;0;0;0
21.8216206123;6.3584002881;-1.57039608667;0.0;0.4;0;0;0
21.8216314561;6.33130687639;-1.57039608667;0.0;0.4;0;0;0
21.8216423;6.30421346469;-1.57039608667;0.0;0.4;0;0;0
21.8216531439;6.27712005298;-1.57039608667;0.0;0.4;0;0;0
21.8216639877;6.25002664127;-1.57039608667;0.0;0.4;0;0;0
21.8216748316;6.22293322956;-1.57039608667;0.0;0.4;0;0;0
21.8216856755;6.19583981786;-1.57039608667;0.0;0.4;0;0;0
21.8216965193;6.16874640615;-1.57039608667;0.0;0.4;0;0;0
21.8217073632;6.14165299444;-1.57039608667;0.0;0.4;0;0;0
21.8217182071;6.11455958273;-1.57039608667;0.0;0.4;0;0;0
21.821729051;6.08746617103;-1.57039608667;0.0;0.4;0;0;0
21.8217398948;6.06037275932;-1.57039608667;0.0;0.4;0;0;0
21.8217507387;6.03327934761;-1.57039608667;0.0;0.4;0;0;0
21.8217615826;6.0061859359;-1.57039608667;0.0;0.4;0;0;0
21.8217724264;5.9790925242;-1.57039608667;0.0;0.4;0;0;0
21.8217832703;5.95199911249;-1.57039608667;0.0;0.4;0;0;0
21.8217941142;5.92490570078;-1.57039608667;0.0;0.4;0;0;0
21.8218049581;5.89781228907;-1.57039608667;0.0;0.4;0;0;0
21.8218158019;5.87071887736;-1.57039608667;0.0;0.4;0;0;0
21.8218266458;5.84362546566;-1.57039608667;0.0;0.4;0;0;0
21.8218374897;5.81653205395;-1.57039608667;0.0;0.4;0;0;0
21.8218483335;5.78943864224;-1.57039608667;0.0;0.4;0;0;0
21.8218591774;5.76234523053;-1.57039608667;0.0;0.4;0;0;0
21.8218700213;5.73525181883;-1.57039608667;0.0;0.4;0;0;0
21.8218808652;5.70815840712;-1.57039608667;0.0;0.4;0;0;0
21.821891709;5.68106499541;-1.57039608667;0.0;0.4;0;0;0
21.8219025529;5.6539715837;-1.57039608667;0.0;0.4;0;0;0
21.8219133968;5.626878172;-1.57039608667;0.0;0.4;0;0;0
21.8219242406;5.59978476029;-1.57039608667;0.0;0.4;0;0;0
21.8219350845;5.57269134858;-1.57039608667;0.0;0.4;0;0;0
21.8219459284;5.54559793687;-1.57039608667;0.0;0.4;0;0;0
21.8219567723;5.51850452517;-1.57039608667;0.0;0.4;0;0;0
21.8219676161;5.49141111346;-1.57039608667;0.0;0.4;0;0;0
21.82197846;5.46431770175;-1.57039608667;0.0;0.4;0;0;0
21.8219893039;5.43722429004;-1.57039608667;0.0;0.4;0;0;0
21.8220001477;5.41013087833;-1.57039608667;0.0;0.4;0;0;0
21.8220109916;5.38303746663;-1.57039608667;0.0;0.4;0;0;0
21.8220218355;5.35594405492;-1.57039608667;0.0;0.4;0;0;0
21.8220326794;5.32885064321;-1.57039608667;0.0;0.4;0;0;0
21.8220435232;5.3017572315;-1.57039608667;0.0;0.4;0;0;0
21.8220543671;5.2746638198;-1.57039608667;0.0;0.4;0;0;0
21.822065211;5.24757040809;-1.57039608667;0.0;0.4;0;0;0
21.8220760548;5.22047699638;-1.57039608667;0.0;0.4;0;0;0
21.8220868987;5.19338358467;-1.57039608667;0.0;0.4;0;0;0
21.8220977426;5.16629017297;-1.57039608667;0.0;0.4;0;0;0
21.8221085864;5.13919676126;-1.57039608667;0.0;0.4;0;0;0
21.8221194303;5.11210334955;-1.57039608667;0.0;0.4;0;0;0
21.8221302742;5.08500993784;-1.57039608667;0.0;0.4;0;0;0
21.8221411181;5.05791652614;-1.57039608667;0.0;0.4;0;0;0
21.8221519619;5.03082311443;-1.57039608667;0.0;0.4;0;0;0
21.8221628058;5.00372970272;-1.57039608667;0.0;0.4;0;0;0
21.8221736497;4.97663629101;-1.57039608667;0.0;0.4;0;0;0
21.8221844935;4.9495428793;-1.57039608667;0.0;0.4;0;0;0
21.8221953374;4.9224494676;-1.57039608667;0.0;0.4;0;0;0
21.8222061813;4.89535605589;-1.57039608667;0.0;0.4;0;0;0
21.8222170252;4.86826264418;-1.57039608667;0.0;0.4;0;0;0
21.822227869;4.84116923247;-1.57039608667;0.0;0.4;0;0;0
21.8222387129;4.81407582077;-1.57039608667;0.0;0.4;0;0;0
21.8222495568;4.78698240906;-1.57039608667;0.0;0.4;0;0;0
21.8222604006;4.75988899735;-1.57039608667;0.0;0.4;0;0;0
21.8222712445;4.73279558564;-1.57039608667;0.0;0.4;0;0;0
21.8222820884;4.70570217394;-1.57039608667;0.0;0.4;0;0;0
21.8222929323;4.67860876223;-1.57039608667;0.0;0.4;0;0;0
21.8223037761;4.65151535052;-1.57039608667;0.0;0.4;0;0;0
21.82231462;4.62442193881;-1.57039608667;0.0;0.4;0;0;0
21.8223254639;4.59732852711;-1.57039608667;0.0;0.4;0;0;0
21.8223363077;4.5702351154;-1.57039608667;0.0;0.4;0;0;0
21.8223471516;4.54314170369;-1.57039608667;0.0;0.4;0;0;0
21.8223579955;4.51604829198;-1.57039608667;0.0;0.4;0;0;0
21.8223688394;4.48895488028;-1.57039608667;0.0;0.4;0;0;0
21.8223796832;4.46186146857;-1.57039608667;0.0;0.4;0;0;0
21.8223905271;4.43476805686;-1.57039608667;0.0;0.4;0;0;0
21.822401371;4.40767464515;-1.57039608667;0.0;0.4;0;0;0
21.8224122148;4.38058123344;-1.57039608667;0.0;0.4;0;0;0
21.8224230587;4.35348782174;-1.57039608667;0.0;0.4;0;0;0
21.8224339026;4.32639441003;-1.57039608667;0.0;0.4;0;0;0
21.8224447464;4.29930099832;-1.57039608667;0.0;0.4;0;0;0
21.8224555903;4.27220758661;-1.57039608667;0.0;0.4;0;0;0
21.8224664342;4.24511417491;-1.57039608667;0.0;0.4;0;0;0
21.8224772781;4.2180207632;-1.57039608667;0.0;0.4;0;0;0
21.8224881219;4.19092735149;-1.57039608667;0.0;0.4;0;0;0
21.8224989658;4.16383393978;-1.57039608667;0.0;0.4;0;0;0
21.8225098097;4.13674052808;-1.57039608667;0.0;0.4;0;0;0
21.8225206535;4.10964711637;-1.57039608667;0.0;0.4;0;0;0
21.8225314974;4.08255370466;-1.57039608667;0.0;0.4;0;0;0
21.8225423413;4.05546029295;-1.57039608667;0.0;0.4;0;0;0
21.8225423413;4.05546029295;-1.57039608667;-0.0;0.4;0;0;0
21.8225437143;4.03225911447;-1.57087714305;-0.0416666666667;0.4;0;0;0
21.8225148037;4.00910992614;-1.57232031217;-0.0833333333333;0.4;0;0;0
21.8224354818;3.98600314556;-1.57472559405;-0.125;0.4;0;0;0
21.8222851894;3.96293082484;-1.57809298867;-0.166666666667;0.4;0;0;0
21.8220430301;3.93988652029;-1.58242249605;-0.208333333333;0.4;0;0;0
21.8216878492;3.91686518206;-1.58771411618;-0.25;0.4;0;0;0
21.8211983016;3.89386306178;-1.59396784905;-0.291666666667;0.4;0;0;0
21.8205529084;3.87087763669;-1.60118369468;-0.333333333333;0.4;0;0;0
21.8197301061;3.8479075487;-1.60936165305;-0.375;0.4;0;0;0
21.8187082885;3.82495255713;-1.61850172418;-0.416666666667;0.4;0;0;0
21.8174658446;3.80201350373;-1.62860390806;-0.458333333333;0.4;0;0;0
21.8159811913;3.77909228908;-1.63966820468;-0.5;0.4;0;0;0
21.8142328046;3.75619185896;-1.65169461406;-0.541666666667;0.4;0;0;0
21.8121992495;3.73331619998;-1.66468313619;-0.583333333333;0.4;0;0;0
21.8098592087;3.71047034316;-1.67863377107;-0.625;0.4;0;0;0
21.8071915133;3.68766037485;-1.69354651869;-0.666666666667;0.4;0;0;0
21.8041751735;3.66489345382;-1.70942137907;-0.708333333333;0.4;0;0;0
21.8007894134;3.64217783368;-1.7262583522;-0.75;0.4;0;0;0
21.7970137073;3.61952288991;-1.74405743808;-0.791666666667;0.4;0;0;0
21.7928278209;3.59693915043;-1.7628186367;-0.833333333333;0.4;0;0;0
21.7882118561;3.574438329;-1.78254194808;-0.875;0.4;0;0;0
21.7831463014;3.55203336052;-1.80322737221;-0.916666666667;0.4;0;0;0
21.7776120871;3.5297384375;-1.82487490909;-0.958333333333;0.4;0;0;0
21.7715906464;3.50756904669;-1.84748455872;-1.0;0.4;0;0;0
21.7650639832;3.48554200518;-1.8710563211;-1.04166666667;0.4;0;0;0
21.7580147456;3.46367549502;-1.89559019623;-1.08333333333;0.4;0;0;0
21.7504263062;3.44198909553;-1.92108618411;-1.125;0.4;0;0;0
21.7422828498;3.42050381238;-1.94754428474;-1.16666666667;0.4;0;0;0
21.7335694675;3.39924210264;-1.97496449812;-1.20833333333;0.4;0;0;0
21.7242722578;3.37822789481;-2.00334682425;-1.25;0.4;0;0;0
21.7143784345;3.357486603;-2.03269126312;-1.29166666667;0.4;0;0;0
21.703876442;3.33704513425;-2.06299781476;-1.33333333333;0.4;0;0;0
21.6972802251;3.32500952635;-2.08129759947;-1.33333333333;0.4;0;0;0
21.6904648758;3.31309663627;-2.09959738418;-1.33333333333;0.4;0;0;0
21.6834326765;3.30131045331;-2.11789716889;-1.33333333333;0.4;0;0;0
21.676185982;3.28965492433;-2.1361969536;-1.33333333333;0.4;0;0;0
21.6687272192;3.27813395246;-2.15449673831;-1.33333333333;0.4;0;0;0
21.6610588857;3.26675139575;-2.17279652303;-1.33333333333;0.4;0;0;0
21.6531835494;3.25551106592;-2.19109630774;-1.33333333333;0.4;0;0;0
21.6451038476;3.24441672704;-2.20939609245;-1.33333333333;0.4;0;0;0
21.636822486;3.23347209431;-2.22769587716;-1.33333333333;0.4;0;0;0
21.6283422377;3.22268083279;-2.24599566187;-1.33333333333;0.4;0;0;0
21.6196659426;3.21204655617;-2.26429544658;-1.33333333333;0.4;0;0;0
21.6107965061;3.20157282559;-2.2825952313;-1.33333333333;0.4;0;0;0
21.6017368984;3.19126314841;-2.30089501601;-1.33333333333;0.4;0;0;0
21.5924901532;3.18112097706;-2.31919480072;-1.33333333333;0.4;0;0;0
21.5830593671;3.17114970789;-2.33749458543;-1.33333333333;0.4;0;0;0
21.5734476981;3.16135267999;-2.35579437014;-1.33333333333;0.4;0;0;0
21.563658365;3.15173317412;-2.37409415485;-1.33333333333;0.4;0;0;0
21.5536946459;3.14229441161;-2.39239393956;-1.33333333333;0.4;0;0;0
21.5435598774;3.13303955322;-2.41069372428;-1.33333333333;0.4;0;0;0
21.5332574534;3.12397169816;-2.42899350899;-1.33333333333;0.4;0;0;0
21.5227908239;3.11509388301;-2.4472932937;-1.33333333333;0.4;0;0;0
21.5121634938;3.1064090807;-2.46559307841;-1.33333333333;0.4;0;0;0
21.5013790219;3.09792019955;-2.48389286312;-1.33333333333;0.4;0;0;0
21.4904410198;3.08963008224;-2.50219264783;-1.33333333333;0.4;0;0;0
21.4793531502;3.08154150492;-2.52049243255;-1.33333333333;0.4;0;0;0
21.4681191261;3.07365717621;-2.53879221726;-1.33333333333;0.4;0;0;0
21.4567427095;3.06597973638;-2.55709200197;-1.33333333333;0.4;0;0;0
21.4452277101;3.05851175639;-2.57539178668;-1.33333333333;0.4;0;0;0
21.433577984;3.05125573705;-2.59369157139;-1.33333333333;0.4;0;0;0
21.4217974322;3.04421410822;-2.6119913561;-1.33333333333;0.4;0;0;0
21.4098899999;3.03738922794;-2.63029114082;-1.33333333333;0.4;0;0;0
21.3978596744;3.03078338169;-2.64859092553;-1.33333333333;0.4;0;0;0
21.3774266163;3.02026503452;-2.67889747716;-1.29166666667;0.4;0;0;0
21.3566932486;3.0103546164;-2.70824191604;-1.25;0.4;0;0;0
